Departamento;Municipio;EstadoVictima;AnoHecho;MesOCurrencia;DiaOcurrencia;TipoVehiculoGrupo;TipoServicio;CondicionVictima;ActorVial;UsuarioVia;Zona;ObjetoColision;EsCapital;Rango3horas;Rango6horas;Sexo;RangoEdad;EstadoVia;ActividadVictima;CausaMuerte;ClaseAccidente;CondicionLugar;Hipotesis;DiagnosticoTopografico;Muerte30Dias;TipoRegistro;TotalRegistros
ANTIOQUIA;BELLO;MUERTOS;2024;03.MARZO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;-1;-1;HOMBRE;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;JAMUNDI;MUERTOS;2023;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[30,35);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOLIVAR;MONTECRISTO;MUERTOS;2024;02.FEBRERO;3.MIÉRCOLES;TRANSPORTE DE CARGA;PARTICULAR;CONDUCTOR;USUARIO DE VEHÍCULO;USUARIO T.CARGA;RURAL;NO APLICA;NO;12:00 A 14:59;12:00 A 17:59;HOMBRE;[70,75);CON HUECOS;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CORDOBA;MONTERIA;MUERTOS;2026;02.FEBRERO;1.LUNES;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;ANIMAL EN VIA;SI;21:00 A 23:59;18:00 A 23:59;HOMBRE;[70,75);SIN INFORMACIÓN;ACTIVIDADES DE TIEMPO LIBRE;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SANTANDER;VETAS;MUERTOS;2025;03.MARZO;1.LUNES;TRANSPORTE DE CARGA;PÚBLICO;CONDUCTOR;USUARIO DE VEHÍCULO;USUARIO T.CARGA;URBANA;NO APLICA;NO;-1;-1;HOMBRE;[45,50);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CAÍDA DEL VEHÍCULO A UN PRECIPICIO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SUCRE;TOLU VIEJO;MUERTOS;2021;03.MARZO;7.DOMINGO;TRANSPORTE INDIVIDUAL;PARTICULAR;CONDUCTOR;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;RURAL;TRANSPORTE DE PASAJEROS;NO;00:00 A 02:59;00:00 A 05:59;HOMBRE;[35,40);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SUCRE;SAN JUAN BETULIA;MUERTOS;2024;02.FEBRERO;2.MARTES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;RURAL;TRANSPORTE INDIVIDUAL;NO;-1;-1;MUJER;[70,75);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;CAICEDONIA;MUERTOS;2025;01.ENERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;-1;-1;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
LA GUAJIRA;DIBULLA;MUERTOS;2026;02.FEBRERO;7.DOMINGO;TRANSPORTE INDIVIDUAL;PARTICULAR;PASAJERO;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;RURAL;OBJETO FIJO;NO;-1;-1;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;CHIA;MUERTOS;2023;03.MARZO;2.MARTES;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;RURAL;MOTOCICLETA;NO;-1;-1;MUJER;[75,80);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NARINO;TUQUERRES;MUERTOS;2026;01.ENERO;2.MARTES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;SIN INFO.;NO;-1;-1;HOMBRE;[55,60);BUENO;ACTIVIDADES RELACIONADAS CON LOS DEPORTES Y EL EJERCICIO FÍSICO;CONTUNDENTE;ATROPELLO;LLUVIA;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;TULUA;MUERTOS;2023;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[25,30);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CAÍDA DEL OCUPANTE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;CALI;MUERTOS;2026;01.ENERO;4.JUEVES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;SI;09:00 A 11:59;06:00 A 11:59;MUJER;[30,35);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOLIVAR;CARTAGENA;MUERTOS;2021;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;SI;-1;-1;MUJER;[25,30);BUENO;OTRA;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
HUILA;NEIVA;MUERTOS;2025;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;SI;-1;-1;HOMBRE;[50,55);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CORDOBA;PUERTO LIBERTADOR;MUERTOS;2026;01.ENERO;6.SÁBADO;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;RURAL;MOTOCICLETA;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[30,35);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CESAR;VALLEDUPAR;MUERTOS;2023;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE INDIVIDUAL;SI;09:00 A 11:59;06:00 A 11:59;HOMBRE;[55,60);BUENO;ACTIVIDADES RELACIONADAS CON EL TRABAJO REMUNERADO;CONTUNDENTE;CHOQUE;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;SOLEDAD;MUERTOS;2026;02.FEBRERO;6.SÁBADO;TRANSPORTE DE PASAJEROS;PARTICULAR;PASAJERO;USUARIO DE VEHÍCULO;USUARIO T.PASAJEROS;URBANA;NO APLICA;NO;18:00 A 20:59;18:00 A 23:59;MUJER;[85,90);BUENO;ACTIVIDADES DE TIEMPO LIBRE;CONTUNDENTE;CAÍDA DEL OCUPANTE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
META;VILLAVICENCIO;MUERTOS;2026;03.MARZO;4.JUEVES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;SI;00:00 A 02:59;00:00 A 05:59;HOMBRE;[20,25);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA DE ABDOMEN;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
TOLIMA;SAN LUIS;MUERTOS;2023;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;OBJETO FIJO;NO;-1;-1;HOMBRE;[20,25);SIN INFORMACIÓN;ACTIVIDADES DE TRABAJO DOMÉSTICO NO PAGADO PARA EL USO DEL PROPIO HOGAR;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;DESOBEDECER SEÑALES DE TRÁNSITO;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SANTANDER;PIEDECUESTA;MUERTOS;2025;03.MARZO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;18:00 A 20:59;18:00 A 23:59;MUJER;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SUCRE;SAN MARCOS;MUERTOS;2022;02.FEBRERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;-1;-1;MUJER;[75,80);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CAÍDA DEL OCUPANTE;NORMAL;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;CALI;MUERTOS;2025;01.ENERO;4.JUEVES;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;URBANA;TRANSPORTE INDIVIDUAL;SI;-1;-1;HOMBRE;[50,55);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;MEDELLIN;MUERTOS;2021;03.MARZO;1.LUNES;TRANSPORTE INDIVIDUAL;PARTICULAR;PASAJERO;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;URBANA;NO APLICA;SI;-1;-1;HOMBRE;[35,40);SIN INFORMACIÓN;OTRA;CONTUNDENTE;CAÍDA DEL VEHÍCULO A UN PRECIPICIO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;EL CARMEN VIBORAL;MUERTOS;2025;02.FEBRERO;4.JUEVES;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;RURAL;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[70,75);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;GIRARDOT;MUERTOS;2022;02.FEBRERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;NO;-1;-1;HOMBRE;[65,70);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
META;GRANADA;MUERTOS;2026;03.MARZO;3.MIÉRCOLES;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;RURAL;NO APLICA;NO;-1;-1;HOMBRE;[80,85);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;SIN INFORMACIÓN;EXCESO DE VELOCIDAD;TRAUMA DE CUELLO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;MEDELLIN;MUERTOS;2023;03.MARZO;1.LUNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;SI;18:00 A 20:59;18:00 A 23:59;HOMBRE;[65,70);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;RIONEGRO;MUERTOS;2026;02.FEBRERO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;MOTOCICLETA;NO;-1;-1;HOMBRE;[70,75);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;EL COLEGIO;MUERTOS;2026;03.MARZO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;MOTOCICLETA;NO;15:00 A 17:59;12:00 A 17:59;HOMBRE;[15,20);BUENO;ACTIVIDADES DE TIEMPO LIBRE;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;PALMIRA;MUERTOS;2023;03.MARZO;4.JUEVES;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;NO;-1;-1;MUJER;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NARINO;IPIALES;MUERTOS;2023;02.FEBRERO;7.DOMINGO;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;RURAL;MOTOCICLETA;NO;21:00 A 23:59;18:00 A 23:59;HOMBRE;[45,50);BUENO;ACTIVIDADES VITALES O RELACIONADAS CON EL CUIDADO PERSONAL;CONTUNDENTE;ATROPELLO;NORMAL;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAUCA;POPAYAN;MUERTOS;2026;03.MARZO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE INDIVIDUAL;SI;-1;-1;HOMBRE;[45,50);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;SAN CARLOS;MUERTOS;2023;03.MARZO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;MOTOCICLETA;NO;-1;-1;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ARAUCA;FORTUL;MUERTOS;2025;01.ENERO;1.LUNES;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;RURAL;NO APLICA;NO;-1;-1;HOMBRE;[55,60);BUENO;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;TRAUMA DE ABDOMEN;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
PUTUMAYO;MOCOA;MUERTOS;2023;02.FEBRERO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;MOTOCICLETA;SI;-1;-1;HOMBRE;[25,30);SIN INFORMACIÓN;ACTIVIDADES DE TRABAJO DOMÉSTICO NO PAGADO PARA EL USO DEL PROPIO HOGAR;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAQUETA;FLORENCIA;MUERTOS;2021;01.ENERO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;SI;06:00 A 08:59;06:00 A 11:59;HOMBRE;[45,50);SIN INFORMACIÓN;OTRA;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CESAR;VALLEDUPAR;MUERTOS;2023;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;SI;00:00 A 02:59;00:00 A 05:59;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAUCA;ARGELIA;MUERTOS;2022;02.FEBRERO;1.LUNES;CABLE;PÚBLICO;PASAJERO;USUARIO OTROS;USUARIO DE OTROS;RURAL;NO APLICA;NO;-1;-1;MUJER;[35,40);SIN INFORMACIÓN;ACTIVIDADES DE TRABAJO DOMÉSTICO NO PAGADO PARA EL USO DEL PROPIO HOGAR;CONTUNDENTE;CAÍDA DEL OCUPANTE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;MEDELLIN;MUERTOS;2025;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE PASAJEROS;SI;21:00 A 23:59;18:00 A 23:59;HOMBRE;[15,20);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NARINO;TUMACO;MUERTOS;2021;03.MARZO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;OBJETO FIJO;NO;21:00 A 23:59;18:00 A 23:59;HOMBRE;[30,35);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;LA PINTADA;MUERTOS;2025;01.ENERO;5.VIERNES;TRANSPORTE INDIVIDUAL;PARTICULAR;PASAJERO;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;URBANA;TRANSPORTE DE CARGA;NO;-1;-1;MUJER;[65,70);BUENO;ACTIVIDADES DE TRABAJO DOMÉSTICO NO PAGADO PARA EL USO DEL PROPIO HOGAR;CONTUNDENTE;CHOQUE;NORMAL;EXCESO DE VELOCIDAD;POLITRAUMATISMO;NO;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;AGUA DIOS;MUERTOS;2026;03.MARZO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE PASAJEROS;NO;-1;-1;HOMBRE;[75,80);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA DE TÓRAX;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2022;03.MARZO;6.SÁBADO;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE DE PASAJEROS;SI;18:00 A 20:59;18:00 A 23:59;HOMBRE;[70,75);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;LA UNION;MUERTOS;2024;02.FEBRERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;OBJETO FIJO;NO;-1;-1;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;NO;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;SOACHA;MUERTOS;2026;03.MARZO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;-1;-1;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;TRAUMA DE ABDOMEN;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;RICAURTE;MUERTOS;2024;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;NO;-1;-1;HOMBRE;[20,25);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NARINO;PASTO;MUERTOS;2021;02.FEBRERO;1.LUNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;RURAL;TRANSPORTE DE PASAJEROS;SI;09:00 A 11:59;06:00 A 11:59;MUJER;[95,100];BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;ATROPELLO;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;MALAMBO;MUERTOS;2026;01.ENERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;03:00 A 05:59;00:00 A 05:59;HOMBRE;[45,50);BUENO;ACTIVIDADES DE TIEMPO LIBRE;CONTUNDENTE;VOLCAMIENTO;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
